IncidentDate,Time,MGRS,Latitude,Longitude,Admin0,Admin1,Admin2,Explosion?,ExplosionType,Attacks?,IncidentType,GroupInitiating,Targets,IncidentCategory,Description,DeathCount,InjuredCount,CivilianInjuries?,Within5km?,Source,ConflictOrCrimeOriented,Notes
2023-01-04,,37NDH4157078314,7.041,38.471,Sidama,Hawassa,Hawassa,No,,No,Protest,Kebene Community,local authority,Demonstration,Two civilians reportedly killed in GOE airstrikes in Indaba Tsahma,0,0,No,No,,Unknown,
2022-12-29,,37PGM0438299226,10.8428,40.8696,Afar,,,No,,Yes,Intercommunal Violence,Afar & Issa clans,,Miscellaneous,"West Wollega Head of Administration and Security Office reported that OLA/Shene abducted 16 passengers in Bengul, mostly students, traveling from Assosa Town to the Kamashi Zone.",0,0,No,No,,conflict oriented,
2022-12-29,,37PFL0988804249,9.0836,39.9999,Oromia,East Shewa,,No,,Yes,Intercommunal Violence,Afar youth,Awash National park,Miscellaneous,"On 26 October, fighting erupted between security forces and an UAG in the vicinity of Maki, Dugda woreda of East Shewa zone. No further details known.",4,0,No,No,,conflict oriented,
2022-12-28,19:45,37PEK3101945164,8.5505,39.2819,Oromia,East Shewa,Adama,Yes,Bomb,Yes,Armed Clash,Suspected individuals,Hatric Buchery & Jambo house,Explosive/Remote Violence,"RSO sources reported that a public protest occurred in Jigjiga City today, condemning the killing of the regional council member, Juweria Mohammed Ibrahim, that occurred as a result of the armed assault at Jigjiga Airport yesterday. Protestors are demanding justice for the death of Juweria. Reportedly, youth closed the road leading to the house of the deceased, refusing her burial until justice is served. Allegedly, a wide protest organized by angry youth may be expected after the burial.",1,Many,Yes,No,,crime orienetd,
2022-12-24,,37PFK0288499748,9.0431,39.9361,Oromia,East Shewa,,No,,Yes,Intercommunal Violence,Afar & Oromo,Civilains,Miscellaneous,A fresh police officer who joined EFP few months ago and assigned at Jijiga Airport opened life gun fire and killed the regional council member (female) and wounded the other council member including his sister.,0,0,No,No,Afar police commisioner,conflict oriented,
2022-12-20,,38NMM7656271793,6.0777,44.7882,Somali,Korahe,,No,,Yes,Intercommunal Violence,Clans,Residents,Miscellaneous,Drone strike reportedly killed 70 and injured 112 in Chobi,3,3,Yes,No,,Conflict oriented,
2022-12-08,,37PDK8595396924,9.0187,38.8722,Addis Ababa,Lemi Kura Sub-City,,Yes,,Yes,Armed Clash,Unclear,Civilains,Crime,Drone strike reported targeting OLA,0,7,Yes,No,,Crime orinted,
2022-11-18,,37PBL0298517218,9.1922,36.2973,Oromia,East Wellega,,No,,Yes,Armed Clash,Gumuz liberation army,Civilains,Crime,"GOE security forces killed Boru Roba, a respected member of the Karrayu Gadaa leaders, and abducted his brother and sister.",0,0,No,No,,conflict oriented,
2022-11-17,,37PFM2787305638,10,40.1667,Afar,Zone 5,Kahoo,No,,Yes,Intercommunal Violence,Afar & Issa clans,,Miscellaneous,At least 30 reportedly killed in attacks by FANO militants in Kiremu,0,0,No,No,,Conflict oriented,
2022-11-13,,37PDM7063235394,10.2711,38.7318,Oromia,North Shewa,Gundo Meskel,No,,Yes,Armed Clash,OLA,,Crime,"Hiss Hincho, head of Mandura Woreda, was killed along with security guards by unidentified gunmen",1,0,No,No,,Conflict oriented,
2022-11-10,,36NXP7599617403,7.392,34.5946,Gambella,Anuak,,No,,Yes,Armed Clash,Murle militants,,Crime,"Drone strike reported near Dengolat, near Wemberet.",1,1,No,No,,Conflict oriented,
2022-11-09,,37PFL3174933484,9.3474,40.1997,Afar,Zone 3,,No,,Yes,Intercommunal Violence,Afar & Issa clans,,Miscellaneous,"OLA/Shene ambushed a bus carrying Muger Cement Factory workers, killing 2 and wounding 12",0,0,No,No,,Conflict/political oriented,
2022-11-08,,37PEK0239132162,8.433,39.0217,Oromia,East Shewa,Koka Town,No,,Yes,Armed Clash,OLA,Civilains,Crime,"Gunmen kidnapped Bekele Garedew, Deputy Manager of Muger Cement Factory, and his driver",0,0,No,No,,Crime/Political orinted,
2022-11-02,,36PYR7568152694,9.5141,35.511,Oromia,West Wollega,Nejo Town,No,,Yes,Armed Clash,UAG,local auhority office,Crime,"On 01 October, fighting erupted between security forces and an UAG in the vicinities Adare, Aroresa Kalabo and Koche, Zuwayi Dugda woreda of East Arsi zone. Reporting indicates that eight were killed and ten others were injured from both sides in the clash. No further detail was known.",0,0,No,No,,Conflict oriented,
2022-11-02,,36PYR6828153690,9.5236,35.4437,Oromia,West Wollega,,No,,Yes,Armed Clash,UAG,local authority office,Crime,Clashes involving Oromo Regional Special Forces in Guradhamole Woreda in Liban Zone Somali regional state after the Oromo forces crossed into Liban zone sending residents fleeing. The incident is part of a larger issue between Oromo and Somali pastoralists seeking grazing grounds.,0,0,No,No,,Conflict oriented,
2022-11-02,,37PER0744552850,14.0463,39.069,Tigray,,Indaba Tshama,Yes,Drone,Yes,Drone,GOE,Civilains,Explosive/Remote Violence,"Armed group,allegedly OLF Shene opened an attack on civilian residents in a place called Metehara Adibar 2nd camp",2,0,No,No,,Crime orinted,
2022-10-31,,36PYR4170279617,9.7596,35.2033,Oromia,West Wollega,Bengul,No,,No,Kidnapping,OLA,Civilains,Crime,"unidentified gunmen kidnapped the deputy manager of Muger Cement Factory, a government development organization in the Oromia region. The newspaper mentioned that manager Bekele Garedew and his driver were allegedly kidnapped by gunmen in a place called Gatira in West Showa Zone.",0,0,No,No,,Crime/Political,
2022-10-26,,37PDK8106304825,8.1856,38.8281,Oromia,East Shewa,Meki,No,,Yes,Armed Clash,GOE & UAG,,Crime,Police intercepted 97 kilograms of cocaine in Bole International Airport,0,0,No,No,,Conflict/political,
2022-10-26,,38PKR7021932241,9.332,42.9079,Somali,,Jijiga Town,No,,No,Protest,Residents,,Demonstration,UAGs allegedly killed over 100 civilians in the past 3 weeks in the Amuru and Jagra Jarte woredas of the Horo Guduru Wollega Zone,0,0,No,No,RSO sources,Unknown,
2022-10-25,,38PKR7021932241,9.332,42.9079,Somali,,Jijiga,No,,Yes,Assasination,EFP member,local auhority,Crime,Ethiopian forces allegedly killed 65 civilians sheltering in a IDP center on the grounds of a school.,2,1,No,No,,Unknown,
2022-10-23,,37PCL8463831625,9.3311,37.9495,Oromia,West Shewa,Chobi,Yes,Drone,Yes,Drone,GOE,,Explosive/Remote Violence,"Early in the morning at 4:30am, two hand grenades were thrown to the Amhara Region Prosperity Party Office head ? Girma Yeshitila residence in Dangila town which looks an assassination attempt. Death or injuries not reported and the incident is not confirmed by government as well.",112,70,No,No,,Conflict/Political oriented,
2022-10-23,,37PCL7115953978,9.5328,37.8261,Oromia,West Shewa,Gindeberet,Yes,Drone,Yes,Drone,GOE,OLA,Explosive/Remote Violence,Police arrested 14 individuals allegedly engaged in theft and robbery,0,10,No,No,,Conflict/Political oriented,
2022-10-23,,37PEK9200170209,8.7762,39.8365,Oromia,East Shewa,,Yes,Drone,Yes,Drone,GOE,OLA,Explosive/Remote Violence,Police and NISS reportedly intercepted 63 cocaine tablets,0,10,No,No,,Conflict/Political oriented,
2022-10-22,,37PDL1523054993,9.5431,38.2276,Oromia,West Shewa,Meta Welkite,Yes,Drone,Yes,Drone,GOE,OLA,Explosive/Remote Violence,"Protest was held demanding release of Zemene Kassie, leader of the Amhara Popular Forces (FANO).",0,10,No,No,,Conflict/political oriented,
2022-10-15,,37PFK0276370478,8.7784,39.9343,Oromia,East Shewa,Bomissa,No,,Yes,Assasination,GOE,,Crime,Police disrupted an organized robbery attempt by individuals that posed as federal security forces and targeted a private residence in Lideta Sub city,1,0,No,No,,crime/Political,
2022-10-15,,37PBM6592904518,9.9851,36.8648,Oromia,East Wellega,Kiremu,No,,Yes,Intercommunal Violence,FANO,,Miscellaneous,"UAGs assaulted a motorboat traveling from Jikawo Woreda to Meteher area in Nuer Zone, killing 1 and wounding 6 others.",0,30,No,No,,Crime /Political oriented,
2022-10-11,,37PBN0423819660,11.0212,36.2934,Benishangul-Gomuz,Metekel,,No,,Yes,Assasination,UAG,,Crime,"Armed conflict between ENDF and OLA/Shene broke out in Jarte Town, killing 2",1,4,No,No,,Crime/political,
2022-10-08,,37PEQ3249975447,13.3463,39.3001,Tigray,,Wemberet,Yes,Drone,Yes,Drone,GOE,,Explosive/Remote Violence,Police captured 63 infiltrators in Mersa Town in North Wollo Zone of Amhara Region,6,80,No,No,,Conflict oriented,
2022-10-03,,37PDL3185431160,9.3279,38.3795,Oromia,West Shewa,Muger,No,,Yes,Armed Clash,OLA,,Crime,Assassination attempt on 9 HOPR members claimed the lives of 5 civilians and injured 4 others in the Amaro Special Woreda of the SNNP,2,12,No,No,,crime/Political,
2022-10-02,,37PBK7388320442,8.3216,36.9469,Oromia,West Shewa,Gatira,No,,No,Kidnapping,Gunman,,Crime,Five militias killed and 4 injured in Amaro district of SNNPR by militants came from West Guji of Oromia region who are believed to be OLA Shene from Gelana District. The incident happened when 8 Ethiopia lawmakers are on their way to meet Kore tribes living in Amaro District to find solution for conflicts in the area. Amaro Police confirmed the attack.,0,0,No,No,,crime/Political,
2022-10-01,,37NDJ9176776466,7.9292,38.9253,Oromia,East Arsi,,No,,Yes,Armed Clash,UAG & ENDF,,Crime,Alleged TPLF operative disguised as a priest apprehended,8,10,No,No,,Conflict oriented,
2022-10-01,,37NGG6494099819,6.3257,41.3948,Somali,,,No,,Yes,Intercommunal Violence,Oromia special force,,Miscellaneous,"Individual arrested for possession of 235 bullets and counterfeit currency worth 80,000 birr",0,0,No,No,,conflict oriented,
2022-09-29,,37PFK0090184998,8.9097,39.9177,Oromia,Adibar 2nd camp,Metehara,No,,Yes,Intercommunal Violence,OLA,Civilians,Miscellaneous,"Zemene Kassie, who had been a fugitive for several months, was apprehended in Kebele 03",0,0,No,No,,Conflict oriented,
2022-09-29,,37PBK7672429247,8.4014,36.9723,Oromia,West Shewa,,No,,No,Kidnapping,UAG,Cement factory D/Manger,Crime,Leader of the Alge Kebele was killed by gunmen in Fentale woreda.,0,0,No,No,,Crime/Poltical,
2022-09-28,,37PDK7741292802,8.9814,38.7945,Addis Ababa,,,No,,No,Crime,Police,Suspected Individuals,Crime,Armed conflict between Afar Special Forces (ASF) and TPLF,0,0,No,No,,Crime oriented,
2022-09-27,,37PBM8336810654,10.0415,37.0235,Oromia,Horo Gudru Wellega,,No,,Yes,Armed Clash,UAG,Civilians,Crime,UAG killed two individuals and injured one other,100,0,No,No,,Crime/Political,
2022-09-27,,37PDR0975181822,14.3068,38.1632,Tigray,,Adi Daero,No,,Yes,Armed Clash,ENDF,IDP Center,Crime,Eritrean forces allegedly shelled the surrounding areas of Adigrat City,65,0,No,No,,Crime oriented,
2022-09-25,,37PBN4932446379,11.2661,36.7039,Amhara,Agew Awi,Dangila,Yes,Grenade,Yes,Assasination,UAG,Amhara PP office head,Explosive/Remote Violence,Eritrean forces allegedly shelled an IDP camp. Sources indicated intense fighting between the TPLF and Eritrean forces along the border areas,0,0,No,No,,Crime/Political oriented,
2022-09-25,,37PDK7356596797,9.0175,38.7595,Addis Ababa,,,No,,No,Crime,Individuals,Suspected Individuals,Crime,"On 18 September, an intensive gunfire was heard in the vicinity of Meki, Dugda woreda of East Shewa zone. No further details known.",0,0,No,No,,Crime oriented,
2022-09-25,,37PCN2373880128,11.5756,37.3835,Amhara,,Bahir Dar City,No,,No,Crime,Police & NISS,Suspected Individuals,Crime,"Police arrested an individual trafficking weapons, seizing 20 AK-47s and 34 rounds of ammunition",0,0,No,No,,Crime oriented,
2022-09-25,,37PCM0954383196,10.6986,37.2586,Amhara,West Gojjam,Finote-Selam,No,,No,Protest,FANO,Release of the Amhara popular leader,Demonstration,Authorities seized a large number of weapons and ammunition and arrested 27 suspects in connection with illegal arms trafficking,0,0,No,No,,Unknown,
2022-09-24,,37PDK7031596869,9.0182,38.7299,Addis Ababa,,,No,,No,Crime,Individuals,Private residence,Crime,More than 200 alleged to be TPLF infiltrators were arrested,0,0,No,No,,Crime oriented,
2022-09-22,,36PWQ9633614826,8.2752,33.8748,Gambella,Nuer,,No,,Yes,Armed Clash,UAG,,Crime,Individual suspected of preparing and distributing counterfeit currency arrested,1,6,No,No,,Crime oriented,
2022-09-22,,37PCL0017789869,9.8545,37.1778,Oromia,Horo Gudru Wellega,Jarte,No,,Yes,Armed Clash,ENDF & OLA,,Crime,"Authorities seized 2,600 liters of fuel reportedly intended to supply OLA-Shene. 15 suspects and traffickers were reportedly secretly supplying weapons and food to OLA-Shene",0,2,No,No,,conflict oriented,
2022-09-22,,37PEN7226589657,11.6656,39.663,Amhara,North Wollo,Mersa,No,,No,Arrest,UAG,,Crime,Three individuals arrested for carrying fake currency,0,0,No,No,,Crime oriented,
2022-09-22,,37NCG7839644088,5.826,37.9016,SNNP,,,No,,Yes,Assasination,UAG,Civilians,Crime,Authorities arrested 105 suspected to be TPLF operatives,4,5,No,No,,Crime oriented,
2022-09-21,,37NCG7760744048,5.8256,37.8945,SNNP,,,No,,Yes,Armed Clash,OLA,local militias,Crime,"ENDF allegedly conducted a drone strike, hitting Mekele University Adi Haki Campus",5,4,No,No,,Conflict oriented,
2022-09-21,,37PDK7049389294,8.9496,38.7316,Addis Ababa,,,No,,No,Arrest,TPLF,,Crime,A drone strike hit a target in a residential neighborhood in Mekele,0,0,No,No,,Crime oriented,
2022-09-21,,37PDK7424789610,8.9525,38.7657,Addis Ababa,,,No,,No,Arrest,Individual,,Crime,TPLF allegedly captured the Yallo Woreda,0,0,No,No,,Crime oriented,
2022-09-21,,37PCN2346778585,11.5617,37.3811,Amhara,Bahir Dar,Bahir Dar City,No,,No,Arrest,Individual,,Crime,Fighting erupted between TPLF and GOE forces in vicinity of the Ethio-Sudan border,0,0,No,No,,Crime oriented,
2022-09-21,,37PEK8811586329,8.922,39.8015,Oromia,East Shewa,,No,,Yes,Assasination,UAG,,Crime,"OLA militants attack reported in Horo Guduru zone in West Oromia. According to government communications office, the attackers killed local militias and residents living in Jardega Jarte district areas. The attacks was after one top OLA leaders Jal Urji killed by Ethiopian Security Forces",1,0,No,No,,Crime oriented,
2022-09-20,,37PEP9292749650,12.2076,39.8543,Afar,Fenti,,No,,Yes,Armed Clash,Afar Special Force & TPLF,Unclear,Crime,Police arrested 19 individuals for suspected connection with TPLF infiltrators,0,0,No,No,,conflic/political,
2022-09-20,,37NCG6474310304,5.5202,37.7789,SNNP,,,No,,Yes,Armed Clash,UAG,Individuals,Crime,"Eritrean forces allegedly shelled Adigrat town, killing 5 and wounding 14",2,1,No,No,,Crime oriented,
2022-09-20,,37PER5021579168,14.2838,39.4656,Tigray,,Adigrat,No,,Yes,Armed Clash,Eritrean foces,Unclear,Explosive/Remote Violence,"Eritrean forces allegedly shelled the outskirts of Adigrat and took offensive positions in Rama, Tserona, Zalambessa, and Dallol",0,0,No,No,,Conflict oriented,
2022-09-20,,37PCR8201272859,14.2247,37.9064,Tigray,,Ziban Gedean Village,No,,Yes,Armed Clash,Eritrean foces,IDP camp,Explosive/Remote Violence,Authorities intercepted 308 Turkish-made weapons and arrested two suspects at the Atat checkpoint in Azezo-Teda Sub-city.,0,0,No,No,,Conflict oriented,
2022-09-18,,37PDK8106304825,8.1856,38.8281,Oromia,East Shewa,Meki,No,,Yes,Armed Clash,UAG,Unclear,Crime,TPLF reportedly killed 10 civilians in one household,0,0,No,No,,conflict/political,
2022-09-18,,36PXQ7535411286,8.241,34.592,Gambella,,Gambella City,No,,No,Arrest,Police,Individuals,Crime,"Assailants assassinated Wobishet Ayalew, Mayor of Shewa Robit City",0,0,No,No,,Crime oriented,
2022-09-18,,36NYM8942225426,5.6524,35.6127,Southwest,,,No,,No,Arrest,local authority,Suspected Individuals,Crime,"TPLF allegedly launched attack on Wag Hemra from three directions, Kedamit, Tsemera, and Hamusit in Wag Hemra Zone",0,0,No,No,,Crime oriented,
2022-09-17,,37PEP6535807594,11.8279,39.6,Amhara,Wag Hemra,Woldiya,No,,No,Arrest,GOE,TPLF infiltrators,Crime,Unidentified armed group ambushed three trucks and one public van on the B51 road from Butajira north to Addis Ababa. A truck driver was killed and others fled into the forest during the attack.,0,0,No,No,,crime oriented,
